id,variety,breeder,gender,age,size,condition,photoUrl,certUrl,contestUrl,fatherId,motherId
KOI-STRESS-215,Sanke,Momotaro Koi,Jantan,Nisai,40,Sangat Baik,https://dummy.com/koi215.jpg,,,,
KOI-STRESS-216,Kohaku,Dainichi Fish Farm,Betina,Sansai,58,Sehat,https://dummy.com/koi216.jpg,,,,
KOI-STRESS-217,Tancho,Sakai Fish Farm,Jantan,Tosai,34,Sehat,https://dummy.com/koi217.jpg,,,,
KOI-STRESS-218,Asagi,Momotaro Koi,Betina,Nisai,47,Bagus,https://dummy.com/koi218.jpg,,,,
KOI-STRESS-219,Goshiki,Sakai Fish Farm,Jantan,Sansai,52,Sehat,https://dummy.com/koi219.jpg,,,,
KOI-STRESS-220,Kujaku,Dainichi Fish Farm,Betina,Tosai,27,Sangat Baik,https://dummy.com/koi220.jpg,,,,
KOI-STRESS-221,Kohaku,Sakai Fish Farm,Jantan,Tosai,30,Sehat,https://dummy.com/koi221.jpg,,,,
KOI-STRESS-222,Showa,Momotaro Koi,Betina,Nisai,46,Sehat,https://dummy.com/koi222.jpg,,,,
KOI-STRESS-223,Sanke,Dainichi Fish Farm,Jantan,Tosai,33,Bagus,https://dummy.com/koi223.jpg,,,,
KOI-STRESS-224,Shiro Utsuri,Omosako Farm,Betina,Sansai,60,Sehat,https://dummy.com/koi224.jpg,,,,
KOI-STRESS-225,Tancho Sanke,Sakai Fish Farm,Jantan,Tosai,29,Sangat Baik,https://dummy.com/koi225.jpg,,,,
KOI-STRESS-226,Asagi,Momotaro Koi,Betina,Nisai,43,Sehat,https://dummy.com/koi226.jpg,,,,
KOI-STRESS-227,Shusui,Dainichi Fish Farm,Jantan,Tosai,35,Sehat,https://dummy.com/koi227.jpg,,,,
KOI-STRESS-228,Kohaku,Sakai Fish Farm,Betina,Sansai,65,Bagus,https://dummy.com/koi228.jpg,,,,
KOI-STRESS-229,Goshiki,Momotaro Koi,Jantan,Tosai,26,Sehat,https://dummy.com/koi229.jpg,,,,
KOI-STRESS-230,Kujaku,Dainichi Fish Farm,Betina,Nisai,41,Sangat Baik,https://dummy.com/koi230.jpg,,,,
KOI-STRESS-231,Kohaku,Sakai Fish Farm,Jantan,Nisai,48,Sehat,https://dummy.com/koi231.jpg,,,,
KOI-STRESS-232,Showa,Dainichi Fish Farm,Betina,Tosai,32,Sehat,https://dummy.com/koi232.jpg,,,,
KOI-STRESS-233,Sanke,Momotaro Koi,Jantan,Sansai,59,Bagus,https://dummy.com/koi233.jpg,,,,
KOI-STRESS-234,Shiro Utsuri,Omosako Farm,Betina,Nisai,45,Sehat,https://dummy.com/koi234.jpg,,,,
KOI-STRESS-235,Tancho,Sakai Fish Farm,Jantan,Tosai,30,Sangat Baik,https://dummy.com/koi235.jpg,,,,
KOI-STRESS-236,Asagi,Dainichi Fish Farm,Betina,Nisai,49,Sehat,https://dummy.com/koi236.jpg,,,,
KOI-STRESS-237,Shusui,Momotaro Koi,Jantan,Tosai,34,Sehat,https://dummy.com/koi237.jpg,,,,
KOI-STRESS-238,Kohaku,Sakai Fish Farm,Betina,Sansai,63,Bagus,https://dummy.com/koi238.jpg,,,,
KOI-STRESS-239,Goshiki,Dainichi Fish Farm,Jantan,Tosai,28,Sehat,https://dummy.com/koi239.jpg,,,,
KOI-STRESS-240,Kujaku,Momotaro Koi,Betina,Nisai,42,Sangat Baik,https://dummy.com/koi240.jpg,,,,
KOI-STRESS-241,Kohaku,Dainichi Fish Farm,Jantan,Tosai,32,Sehat,https://dummy.com/koi241.jpg,,,,
KOI-STRESS-242,Showa,Sakai Fish Farm,Betina,Nisai,47,Sehat,https://dummy.com/koi242.jpg,,,,
KOI-STRESS-243,Sanke,Momotaro Koi,Jantan,Tosai,31,Bagus,https://dummy.com/koi243.jpg,,,,
KOI-STRESS-244,Shiro Utsuri,Omosako Farm,Betina,Sansai,61,Sehat,https://dummy.com/koi244.jpg,,,,
KOI-STRESS-245,Tancho,Dainichi Fish Farm,Jantan,Tosai,29,Sangat Baik,https://dummy.com/koi245.jpg,,,,
KOI-STRESS-246,Asagi,Sakai Fish Farm,Betina,Nisai,44,Sehat,https://dummy.com/koi246.jpg,,,,
KOI-STRESS-247,Shusui,Momotaro Koi,Jantan,Tosai,33,Sehat,https://dummy.com/koi247.jpg,,,,
KOI-STRESS-248,Kohaku,Dainichi Fish Farm,Betina,Sansai,57,Bagus,https://dummy.com/koi248.jpg,,,,
KOI-STRESS-249,Goshiki,Sakai Fish Farm,Jantan,Tosai,27,Sehat,https://dummy.com/koi249.jpg,,,,
KOI-STRESS-250,Kujaku,Momotaro Koi,Betina,Nisai,40,Sangat Baik,https://dummy.com/koi250.jpg,,,,
KOI-STRESS-251,Kohaku,Dainichi Fish Farm,Jantan,Tosai,35,Sehat,https://dummy.com/koi251.jpg,,,,
KOI-STRESS-252,Showa,Sakai Fish Farm,Betina,Nisai,48,Sehat,https://dummy.com/koi252.jpg,,,,
KOI-STRESS-253,Sanke,Momotaro Koi,Jantan,Tosai,29,Bagus,https://dummy.com/koi253.jpg,,,,
KOI-STRESS-254,Shiro Utsuri,Omosako Farm,Betina,Sansai,59,Sehat,https://dummy.com/koi254.jpg,,,,
KOI-STRESS-255,Tancho,Dainichi Fish Farm,Jantan,Tosai,31,Sangat Baik,https://dummy.com/koi255.jpg,,,,
KOI-STRESS-256,Asagi,Sakai Fish Farm,Betina,Nisai,46,Sehat,https://dummy.com/koi256.jpg,,,,
KOI-STRESS-257,Shusui,Momotaro Koi,Jantan,Tosai,32,Sehat,https://dummy.com/koi257.jpg,,,,
KOI-STRESS-258,Kohaku,Dainichi Fish Farm,Betina,Sansai,64,Bagus,https://dummy.com/koi258.jpg,,,,
KOI-STRESS-259,Goshiki,Sakai Fish Farm,Jantan,Tosai,28,Sehat,https://dummy.com/koi259.jpg,,,,
KOI-STRESS-260,Kujaku,Momotaro Koi,Betina,Nisai,43,Sangat Baik,https://dummy.com/koi260.jpg,,,,
KOI-STRESS-261,Kohaku,Dainichi Fish Farm,Jantan,Tosai,33,Sehat,https://dummy.com/koi261.jpg,,,,
KOI-STRESS-262,Showa,Sakai Fish Farm,Betina,Nisai,49,Sehat,https://dummy.com/koi262.jpg,,,,
KOI-STRESS-263,Sanke,Momotaro Koi,Jantan,Sansai,61,Bagus,https://dummy.com/koi263.jpg,,,,
KOI-STRESS-264,Shiro Utsuri,Omosako Farm,Betina,Tosai,26,Sehat,https://dummy.com/koi264.jpg,,,,
KOI-STRESS-265,Tancho,Dainichi Fish Farm,Jantan,Tosai,30,Sangat Baik,https://dummy.com/koi265.jpg,,,,
KOI-STRESS-266,Asagi,Sakai Fish Farm,Betina,Nisai,45,Sehat,https://dummy.com/koi266.jpg,,,,
KOI-STRESS-267,Shusui,Momotaro Koi,Jantan,Tosai,34,Sehat,https://dummy.com/koi267.jpg,,,,
KOI-STRESS-268,Kohaku,Dainichi Fish Farm,Betina,Sansai,56,Bagus,https://dummy.com/koi268.jpg,,,,
KOI-STRESS-269,Goshiki,Sakai Fish Farm,Jantan,Tosai,27,Sehat,https://dummy.com/koi269.jpg,,,,
KOI-STRESS-270,Kujaku,Momotaro Koi,Betina,Nisai,41,Sangat Baik,https://dummy.com/koi270.jpg,,,,
KOI-STRESS-271,Yamabuki Ogon,Izumiya,Jantan,Nisai,42,Sehat,https://dummy.com/koi271.jpg,,,,
KOI-STRESS-272,Kohaku,Dainichi Fish Farm,Betina,Tosai,33,Sehat,https://dummy.com/koi272.jpg,,,,
KOI-STRESS-273,Showa,Sakai Fish Farm,Jantan,Sansai,63,Bagus,https://dummy.com/koi273.jpg,,,,
KOI-STRESS-274,Shiro Utsuri,Omosako Farm,Betina,Tosai,28,Sehat,https://dummy.com/koi274.jpg,,,,
KOI-STRESS-275,Sanke,Momotaro Koi,Jantan,Nisai,44,Sangat Baik,https://dummy.com/koi275.jpg,,,,
KOI-STRESS-276,Kohaku,Dainichi Fish Farm,Betina,Sansai,59,Sehat,https://dummy.com/koi276.jpg,,,,
KOI-STRESS-277,Tancho,Sakai Fish Farm,Jantan,Tosai,35,Sehat,https://dummy.com/koi277.jpg,,,,
KOI-STRESS-278,Asagi,Momotaro Koi,Betina,Nisai,46,Bagus,https://dummy.com/koi278.jpg,,,,
KOI-STRESS-279,Goshiki,Sakai Fish Farm,Jantan,Sansai,51,Sehat,https://dummy.com/koi279.jpg,,,,
KOI-STRESS-280,Kujaku,Dainichi Fish Farm,Betina,Tosai,29,Sangat Baik,https://dummy.com/koi280.jpg,,,,
KOI-STRESS-281,Kohaku,Sakai Fish Farm,Jantan,Tosai,31,Sehat,https://dummy.com/koi281.jpg,,,,
KOI-STRESS-282,Showa,Momotaro Koi,Betina,Nisai,47,Sehat,https://dummy.com/koi282.jpg,,,,
KOI-STRESS-283,Sanke,Dainichi Fish Farm,Jantan,Tosai,34,Bagus,https://dummy.com/koi283.jpg,,,,
KOI-STRESS-284,Shiro Utsuri,Omosako Farm,Betina,Sansai,58,Sehat,https://dummy.com/koi284.jpg,,,,
KOI-STRESS-285,Tancho Sanke,Sakai Fish Farm,Jantan,Tosai,30,Sangat Baik,https://dummy.com/koi285.jpg,,,,
KOI-STRESS-286,Asagi,Momotaro Koi,Betina,Nisai,44,Sehat,https://dummy.com/koi286.jpg,,,,
KOI-STRESS-287,Shusui,Dainichi Fish Farm,Jantan,Tosai,36,Sehat,https://dummy.com/koi287.jpg,,,,
KOI-STRESS-288,Kohaku,Sakai Fish Farm,Betina,Sansai,62,Bagus,https://dummy.com/koi288.jpg,,,,
KOI-STRESS-289,Goshiki,Momotaro Koi,Jantan,Tosai,27,Sehat,https://dummy.com/koi289.jpg,,,,
KOI-STRESS-290,Kujaku,Dainichi Fish Farm,Betina,Nisai,40,Sangat Baik,https://dummy.com/koi290.jpg,,,,
KOI-STRESS-291,Kohaku,Sakai Fish Farm,Jantan,Nisai,47,Sehat,https://dummy.com/koi291.jpg,,,,
KOI-STRESS-292,Showa,Dainichi Fish Farm,Betina,Tosai,34,Sehat,https://dummy.com/koi292.jpg,,,,
KOI-STRESS-293,Sanke,Momotaro Koi,Jantan,Sansai,60,Bagus,https://dummy.com/koi293.jpg,,,,
KOI-STRESS-294,Shiro Utsuri,Omosako Farm,Betina,Nisai,46,Sehat,https://dummy.com/koi294.jpg,,,,
KOI-STRESS-295,Tancho,Sakai Fish Farm,Jantan,Tosai,31,Sangat Baik,https://dummy.com/koi295.jpg,,,,
KOI-STRESS-296,Asagi,Dainichi Fish Farm,Betina,Nisai,48,Sehat,https://dummy.com/koi296.jpg,,,,
KOI-STRESS-297,Shusui,Momotaro Koi,Jantan,Tosai,35,Sehat,https://dummy.com/koi297.jpg,,,,
KOI-STRESS-298,Kohaku,Sakai Fish Farm,Betina,Sansai,64,Bagus,https://dummy.com/koi298.jpg,,,,
KOI-STRESS-299,Goshiki,Dainichi Fish Farm,Jantan,Tosai,29,Sehat,https://dummy.com/koi299.jpg,,,,
KOI-STRESS-300,Kujaku,Momotaro Koi,Betina,Nisai,43,Sangat Baik,https://dummy.com/koi300.jpg,,,,
KOI-STRESS-301,Kohaku,Dainichi Fish Farm,Jantan,Tosai,32,Sehat,https://dummy.com/koi301.jpg,,,,
KOI-STRESS-302,Showa,Sakai Fish Farm,Betina,Nisai,47,Sehat,https://dummy.com/koi302.jpg,,,,
KOI-STRESS-303,Sanke,Momotaro Koi,Jantan,Tosai,31,Bagus,https://dummy.com/koi303.jpg,,,,
KOI-STRESS-304,Shiro Utsuri,Omosako Farm,Betina,Sansai,61,Sehat,https://dummy.com/koi304.jpg,,,,
KOI-STRESS-305,Tancho,Dainichi Fish Farm,Jantan,Tosai,29,Sangat Baik,https://dummy.com/koi305.jpg,,,,
KOI-STRESS-306,Asagi,Sakai Fish Farm,Betina,Nisai,44,Sehat,https://dummy.com/koi306.jpg,,,,
KOI-STRESS-307,Shusui,Momotaro Koi,Jantan,Tosai,33,Sehat,https://dummy.com/koi307.jpg,,,,
KOI-STRESS-308,Kohaku,Dainichi Fish Farm,Betina,Sansai,57,Bagus,https://dummy.com/koi308.jpg,,,,
KOI-STRESS-309,Goshiki,Sakai Fish Farm,Jantan,Tosai,27,Sehat,https://dummy.com/koi309.jpg,,,,
KOI-STRESS-310,Kujaku,Momotaro Koi,Betina,Nisai,40,Sangat Baik,https://dummy.com/koi310.jpg,,,,
KOI-STRESS-311,Kohaku,Dainichi Fish Farm,Jantan,Tosai,32,Sehat,https://dummy.com/koi311.jpg,,,,
KOI-STRESS-312,Showa,Sakai Fish Farm,Betina,Nisai,48,Sehat,https://dummy.com/koi312.jpg,,,,
KOI-STRESS-313,Sanke,Momotaro Koi,Jantan,Tosai,29,Bagus,https://dummy.com/koi313.jpg,,,,
KOI-STRESS-314,Shiro Utsuri,Omosako Farm,Betina,Sansai,59,Sehat,https://dummy.com/koi314.jpg,,,,
KOI-STRESS-315,Tancho,Dainichi Fish Farm,Jantan,Tosai,31,Sangat Baik,https://dummy.com/koi315.jpg,,,,
KOI-STRESS-316,Asagi,Sakai Fish Farm,Betina,Nisai,46,Sehat,https://dummy.com/koi316.jpg,,,,
KOI-STRESS-317,Shusui,Momotaro Koi,Jantan,Tosai,32,Sehat,https://dummy.com/koi317.jpg,,,,
KOI-STRESS-318,Kohaku,Dainichi Fish Farm,Betina,Sansai,64,Bagus,https://dummy.com/koi318.jpg,,,,
KOI-STRESS-319,Goshiki,Sakai Fish Farm,Jantan,Tosai,28,Sehat,https://dummy.com/koi319.jpg,,,,
KOI-STRESS-320,Kujaku,Momotaro Koi,Betina,Nisai,43,Sangat Baik,https://dummy.com/koi320.jpg,,,,
KOI-STRESS-321,Kohaku,Dainichi Fish Farm,Jantan,Tosai,33,Sehat,https://dummy.com/koi321.jpg,,,,
KOI-STRESS-322,Showa,Sakai Fish Farm,Betina,Nisai,49,Sehat,https://dummy.com/koi322.jpg,,,,
KOI-STRESS-323,Sanke,Momotaro Koi,Jantan,Sansai,61,Bagus,https://dummy.com/koi323.jpg,,,,
KOI-STRESS-324,Shiro Utsuri,Omosako Farm,Betina,Tosai,26,Sehat,https://dummy.com/koi324.jpg,,,,
KOI-STRESS-325,Tancho,Dainichi Fish Farm,Jantan,Tosai,30,Sangat Baik,https://dummy.com/koi325.jpg,,,,
KOI-STRESS-326,Asagi,Sakai Fish Farm,Betina,Nisai,45,Sehat,https://dummy.com/koi326.jpg,,,,
KOI-STRESS-327,Shusui,Momotaro Koi,Jantan,Tosai,34,Sehat,https://dummy.com/koi327.jpg,,,,
KOI-STRESS-328,Kohaku,Dainichi Fish Farm,Betina,Sansai,56,Bagus,https://dummy.com/koi328.jpg,,,,
KOI-STRESS-329,Goshiki,Sakai Fish Farm,Jantan,Tosai,27,Sehat,https://dummy.com/koi329.jpg,,,,
KOI-STRESS-330,Kujaku,Momotaro Koi,Betina,Nisai,41,Sangat Baik,https://dummy.com/koi330.jpg,,,,
KOI-STRESS-331,Yamabuki Ogon,Izumiya,Jantan,Nisai,42,Sehat,https://dummy.com/koi331.jpg,,,,
KOI-STRESS-332,Kohaku,Dainichi Fish Farm,Betina,Tosai,33,Sehat,https://dummy.com/koi332.jpg,,,,
KOI-STRESS-333,Showa,Sakai Fish Farm,Jantan,Sansai,63,Bagus,https://dummy.com/koi333.jpg,,,,
KOI-STRESS-334,Shiro Utsuri,Omosako Farm,Betina,Tosai,28,Sehat,https://dummy.com/koi334.jpg,,,,
KOI-STRESS-335,Sanke,Momotaro Koi,Jantan,Nisai,44,Sangat Baik,https://dummy.com/koi335.jpg,,,,
KOI-STRESS-336,Kohaku,Dainichi Fish Farm,Betina,Sansai,59,Sehat,https://dummy.com/koi336.jpg,,,,
KOI-STRESS-337,Tancho,Sakai Fish Farm,Jantan,Tosai,35,Sehat,https://dummy.com/koi337.jpg,,,,
KOI-STRESS-338,Asagi,Momotaro Koi,Betina,Nisai,46,Bagus,https://dummy.com/koi338.jpg,,,,
KOI-STRESS-339,Goshiki,Sakai Fish Farm,Jantan,Sansai,51,Sehat,https://dummy.com/koi339.jpg,,,,
KOI-STRESS-340,Kujaku,Dainichi Fish Farm,Betina,Tosai,29,Sangat Baik,https://dummy.com/koi340.jpg,,,,
KOI-STRESS-341,Kohaku,Sakai Fish Farm,Jantan,Tosai,31,Sehat,https://dummy.com/koi341.jpg,,,,
KOI-STRESS-342,Showa,Momotaro Koi,Betina,Nisai,47,Sehat,https://dummy.com/koi342.jpg,,,,
KOI-STRESS-343,Sanke,Dainichi Fish Farm,Jantan,Tosai,34,Bagus,https://dummy.com/koi343.jpg,,,,
KOI-STRESS-344,Shiro Utsuri,Omosako Farm,Betina,Sansai,58,Sehat,https://dummy.com/koi344.jpg,,,,
KOI-STRESS-345,Tancho Sanke,Sakai Fish Farm,Jantan,Tosai,30,Sangat Baik,https://dummy.com/koi345.jpg,,,,
KOI-STRESS-346,Asagi,Momotaro Koi,Betina,Nisai,44,Sehat,https://dummy.com/koi346.jpg,,,,
KOI-STRESS-347,Shusui,Dainichi Fish Farm,Jantan,Tosai,36,Sehat,https://dummy.com/koi347.jpg,,,,
KOI-STRESS-348,Kohaku,Sakai Fish Farm,Betina,Sansai,62,Bagus,https://dummy.com/koi348.jpg,,,,
KOI-STRESS-349,Goshiki,Momotaro Koi,Jantan,Tosai,27,Sehat,https://dummy.com/koi349.jpg,,,,
KOI-STRESS-350,Kujaku,Dainichi Fish Farm,Betina,Nisai,40,Sangat Baik,https://dummy.com/koi350.jpg,,,,
KOI-STRESS-351,Kohaku,Sakai Fish Farm,Jantan,Nisai,47,Sehat,https://dummy.com/koi351.jpg,,,,
KOI-STRESS-352,Showa,Dainichi Fish Farm,Betina,Tosai,34,Sehat,https://dummy.com/koi352.jpg,,,,
KOI-STRESS-353,Sanke,Momotaro Koi,Jantan,Sansai,60,Bagus,https://dummy.com/koi353.jpg,,,,
KOI-STRESS-354,Shiro Utsuri,Omosako Farm,Betina,Nisai,46,Sehat,https://dummy.com/koi354.jpg,,,,
KOI-STRESS-355,Tancho,Sakai Fish Farm,Jantan,Tosai,31,Sangat Baik,https://dummy.com/koi355.jpg,,,,
KOI-STRESS-356,Asagi,Dainichi Fish Farm,Betina,Nisai,48,Sehat,https://dummy.com/koi356.jpg,,,,
KOI-STRESS-357,Shusui,Momotaro Koi,Jantan,Tosai,35,Sehat,https://dummy.com/koi357.jpg,,,,
KOI-STRESS-358,Kohaku,Sakai Fish Farm,Betina,Sansai,64,Bagus,https://dummy.com/koi358.jpg,,,,
KOI-STRESS-359,Goshiki,Dainichi Fish Farm,Jantan,Tosai,29,Sehat,https://dummy.com/koi359.jpg,,,,
KOI-STRESS-360,Kujaku,Momotaro Koi,Betina,Nisai,43,Sangat Baik,https://dummy.com/koi360.jpg,,,,
KOI-STRESS-361,Kohaku,Dainichi Fish Farm,Jantan,Tosai,32,Sehat,https://dummy.com/koi361.jpg,,,,
KOI-STRESS-362,Showa,Sakai Fish Farm,Betina,Nisai,47,Sehat,https://dummy.com/koi362.jpg,,,,
KOI-STRESS-363,Sanke,Momotaro Koi,Jantan,Tosai,31,Bagus,https://dummy.com/koi363.jpg,,,,
KOI-STRESS-364,Shiro Utsuri,Omosako Farm,Betina,Sansai,61,Sehat,https://dummy.com/koi364.jpg,,,,
KOI-STRESS-365,Tancho,Dainichi Fish Farm,Jantan,Tosai,29,Sangat Baik,https://dummy.com/koi365.jpg,,,,
KOI-STRESS-366,Asagi,Sakai Fish Farm,Betina,Nisai,44,Sehat,https://dummy.com/koi366.jpg,,,,
KOI-STRESS-367,Shusui,Momotaro Koi,Jantan,Tosai,33,Sehat,https://dummy.com/koi367.jpg,,,,
KOI-STRESS-368,Kohaku,Dainichi Fish Farm,Betina,Sansai,57,Bagus,https://dummy.com/koi368.jpg,,,,
KOI-STRESS-369,Goshiki,Sakai Fish Farm,Jantan,Tosai,27,Sehat,https://dummy.com/koi369.jpg,,,,
KOI-STRESS-370,Kujaku,Momotaro Koi,Betina,Nisai,40,Sangat Baik,https://dummy.com/koi370.jpg,,,,
KOI-STRESS-371,Kohaku,Dainichi Fish Farm,Jantan,Tosai,32,Sehat,https://dummy.com/koi371.jpg,,,,
KOI-STRESS-372,Showa,Sakai Fish Farm,Betina,Nisai,45,Sehat,https://dummy.com/koi372.jpg,,,,
KOI-STRESS-373,Sanke,Momotaro Koi,Jantan,Tosai,28,Bagus,https://dummy.com/koi373.jpg,,,,
KOI-STRESS-374,Shiro Utsuri,Omosako Farm,Betina,Nisai,50,Sehat,https://dummy.com/koi374.jpg,,,,
KOI-STRESS-375,Tancho,Dainichi Fish Farm,Jantan,Tosai,30,Sangat Baik,https://dummy.com/koi375.jpg,,,,
KOI-STRESS-376,Asagi,Sakai Fish Farm,Betina,Sansai,55,Sehat,https://dummy.com/koi376.jpg,,,,
KOI-STRESS-377,Shusui,Momotaro Koi,Jantan,Tosai,33,Sehat,https://dummy.com/koi377.jpg,,,,
KOI-STRESS-378,Kohaku,Dainichi Fish Farm,Betina,Nisai,48,Bagus,https://dummy.com/koi378.jpg,,,,
KOI-STRESS-379,Goshiki,Sakai Fish Farm,Jantan,Tosai,29,Sehat,https://dummy.com/koi379.jpg,,,,
KOI-STRESS-380,Kujaku,Momotaro Koi,Betina,Nisai,42,Sangat Baik,https://dummy.com/koi380.jpg,,,,
KOI-STRESS-381,Yamabuki Ogon,Izumiya,Jantan,Nisai,44,Sehat,https://dummy.com/koi381.jpg,,,,
KOI-STRESS-382,Kohaku,Dainichi Fish Farm,Betina,Tosai,31,Sehat,https://dummy.com/koi382.jpg,,,,
KOI-STRESS-383,Showa,Sakai Fish Farm,Jantan,Sansai,62,Bagus,https://dummy.com/koi383.jpg,,,,
KOI-STRESS-384,Shiro Utsuri,Omosako Farm,Betina,Tosai,25,Sehat,https://dummy.com/koi384.jpg,,,,
KOI-STRESS-385,Sanke,Momotaro Koi,Jantan,Nisai,40,Sangat Baik,https://dummy.com/koi385.jpg,,,,
KOI-STRESS-386,Kohaku,Dainichi Fish Farm,Betina,Sansai,58,Sehat,https://dummy.com/koi386.jpg,,,,
KOI-STRESS-387,Tancho,Sakai Fish Farm,Jantan,Tosai,34,Sehat,https://dummy.com/koi387.jpg,,,,
KOI-STRESS-388,Asagi,Momotaro Koi,Betina,Nisai,47,Bagus,https://dummy.com/koi388.jpg,,,,
KOI-STRESS-389,Goshiki,Sakai Fish Farm,Jantan,Sansai,52,Sehat,https://dummy.com/koi389.jpg,,,,
KOI-STRESS-390,Kujaku,Dainichi Fish Farm,Betina,Tosai,27,Sangat Baik,https://dummy.com/koi390.jpg,,,,
KOI-STRESS-391,Kohaku,Sakai Fish Farm,Jantan,Tosai,30,Sehat,https://dummy.com/koi391.jpg,,,,
KOI-STRESS-392,Showa,Momotaro Koi,Betina,Nisai,46,Sehat,https://dummy.com/koi392.jpg,,,,
KOI-STRESS-393,Sanke,Dainichi Fish Farm,Jantan,Tosai,33,Bagus,https://dummy.com/koi393.jpg,,,,
KOI-STRESS-394,Shiro Utsuri,Omosako Farm,Betina,Sansai,60,Sehat,https://dummy.com/koi394.jpg,,,,
KOI-STRESS-395,Tancho Sanke,Sakai Fish Farm,Jantan,Tosai,29,Sangat Baik,https://dummy.com/koi395.jpg,,,,
KOI-STRESS-396,Asagi,Momotaro Koi,Betina,Nisai,43,Sehat,https://dummy.com/koi396.jpg,,,,
KOI-STRESS-397,Shusui,Dainichi Fish Farm,Jantan,Tosai,35,Sehat,https://dummy.com/koi397.jpg,,,,
KOI-STRESS-398,Kohaku,Sakai Fish Farm,Betina,Sansai,65,Bagus,https://dummy.com/koi398.jpg,,,,
KOI-STRESS-399,Goshiki,Momotaro Koi,Jantan,Tosai,26,Sehat,https://dummy.com/koi399.jpg,,,,
KOI-STRESS-400,Kujaku,Dainichi Fish Farm,Betina,Nisai,41,Sangat Baik,https://dummy.com/koi400.jpg,,,,
KOI-STRESS-401,Kohaku,Sakai Fish Farm,Jantan,Nisai,48,Sehat,https://dummy.com/koi401.jpg,,,,
KOI-STRESS-402,Showa,Dainichi Fish Farm,Betina,Tosai,32,Sehat,https://dummy.com/koi402.jpg,,,,
KOI-STRESS-403,Sanke,Momotaro Koi,Jantan,Sansai,59,Bagus,https://dummy.com/koi403.jpg,,,,
KOI-STRESS-404,Shiro Utsuri,Omosako Farm,Betina,Nisai,45,Sehat,https://dummy.com/koi404.jpg,,,,
KOI-STRESS-405,Tancho,Sakai Fish Farm,Jantan,Tosai,30,Sangat Baik,https://dummy.com/koi405.jpg,,,,
KOI-STRESS-406,Asagi,Dainichi Fish Farm,Betina,Nisai,49,Sehat,https://dummy.com/koi406.jpg,,,,
KOI-STRESS-407,Shusui,Momotaro Koi,Jantan,Tosai,34,Sehat,https://dummy.com/koi407.jpg,,,,
KOI-STRESS-408,Kohaku,Sakai Fish Farm,Betina,Sansai,63,Bagus,https://dummy.com/koi408.jpg,,,,
KOI-STRESS-409,Goshiki,Dainichi Fish Farm,Jantan,Tosai,28,Sehat,https://dummy.com/koi409.jpg,,,,
KOI-STRESS-410,Kujaku,Momotaro Koi,Betina,Nisai,42,Sangat Baik,https://dummy.com/koi410.jpg,,,,
KOI-STRESS-411,Kohaku,Dainichi Fish Farm,Jantan,Tosai,32,Sehat,https://dummy.com/koi411.jpg,,,,
KOI-STRESS-412,Showa,Sakai Fish Farm,Betina,Nisai,47,Sehat,https://dummy.com/koi412.jpg,,,,
KOI-STRESS-413,Sanke,Momotaro Koi,Jantan,Tosai,31,Bagus,https://dummy.com/koi413.jpg,,,,
KOI-STRESS-414,Shiro Utsuri,Omosako Farm,Betina,Sansai,61,Sehat,https://dummy.com/koi414.jpg,,,,
KOI-STRESS-415,Tancho,Dainichi Fish Farm,Jantan,Tosai,29,Sangat Baik,https://dummy.com/koi415.jpg,,,,
KOI-STRESS-416,Asagi,Sakai Fish Farm,Betina,Nisai,44,Sehat,https://dummy.com/koi416.jpg,,,,
KOI-STRESS-417,Shusui,Momotaro Koi,Jantan,Tosai,33,Sehat,https://dummy.com/koi417.jpg,,,,
KOI-STRESS-418,Kohaku,Dainichi Fish Farm,Betina,Sansai,57,Bagus,https://dummy.com/koi418.jpg,,,,
KOI-STRESS-419,Goshiki,Sakai Fish Farm,Jantan,Tosai,27,Sehat,https://dummy.com/koi419.jpg,,,,
KOI-STRESS-420,Kujaku,Momotaro Koi,Betina,Nisai,40,Sangat Baik,https://dummy.com/koi420.jpg,,,,
KOI-STRESS-421,Kohaku,Dainichi Fish Farm,Jantan,Tosai,35,Sehat,https://dummy.com/koi421.jpg,,,,
KOI-STRESS-422,Showa,Sakai Fish Farm,Betina,Nisai,48,Sehat,https://dummy.com/koi422.jpg,,,,
KOI-STRESS-423,Sanke,Momotaro Koi,Jantan,Tosai,29,Bagus,https://dummy.com/koi423.jpg,,,,
KOI-STRESS-424,Shiro Utsuri,Omosako Farm,Betina,Sansai,59,Sehat,https://dummy.com/koi424.jpg,,,,
KOI-STRESS-425,Tancho,Dainichi Fish Farm,Jantan,Tosai,31,Sangat Baik,https://dummy.com/koi425.jpg,,,,
KOI-STRESS-426,Asagi,Sakai Fish Farm,Betina,Nisai,46,Sehat,https://dummy.com/koi426.jpg,,,,
KOI-STRESS-427,Shusui,Momotaro Koi,Jantan,Tosai,32,Sehat,https://dummy.com/koi427.jpg,,,,
KOI-STRESS-428,Kohaku,Dainichi Fish Farm,Betina,Sansai,64,Bagus,https://dummy.com/koi428.jpg,,,,
KOI-STRESS-429,Goshiki,Sakai Fish Farm,Jantan,Tosai,28,Sehat,https://dummy.com/koi429.jpg,,,,
KOI-STRESS-430,Kujaku,Momotaro Koi,Betina,Nisai,43,Sangat Baik,https://dummy.com/koi430.jpg,,,,
